Column1,Age,SkinType,SkinTone,SkinConcerns,Gender,Race,Climate,Extracts,All_Age_Suitable_Ing,Anti-Acne Moisturizer,Antioxidant+Anti-Aging Moisturizer,F_Skin_ID+Soothing,M_Antioxidant+Occlusive,EA_Anti_Age+Skin_ID+Cell_Commute,IA_Antioxidant,YA_Occusive,BR_Anti_Acne,WR_Skin_ID+Occusive,DRY_Dry,TROPICAL_Antioxidant+Humectant,TEMPERATE_Humectant,CONTINENAL_Emolient,POLAR_Humectants+Occlusive+Emollients
175,35-44,Combination,Olive,Acne,Female,Black,Tropical,Adansonia Digitata Pulp Extract,"Raspberry Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil","Adansonia Digitata Pulp Extract , Aphanizomenon Flos-Aquae Extract , Honey",,"rosmarinus officinalis leaf extract , disodium lauriminodipropionate tocopheryl phosphates , aloe ferox leaf gel , ruscus aculeatus root extract , tranexamic acid , boswellia serrata extract",,,"Grape seed Oil , Hyaluronic Acid , Rose Hip Oil , Tocopheryl Succinate Aminopropanediol Esters , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Camellia Sinensis Seed Oil",,"Tocopheryl Succinate Aminopropanediol Esters , Algae Extract , Triticum Vulgare Germ Oil",,,"Phospholipids , Threonine , Hydroxyacetophenone",,,
176,35-44,Combination,Olive,Acne,Female,Black,Dry,Adansonia Digitata Pulp Extract,"Raspberry Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil","Centella Asiatica Extract , Ananas Sativus Fruit Extract , Adansonia Digitata Pulp Extract",,"opuntia ficus-indica extract , rumex crispus root extract , urea , bioflavonoids , hydroxyphenyl propamidobenzoic acid , linoleic acid",,,"Camellia Sinensis Seed Oil , Honey , Acetyl Hydroxyproline , Alpha-Glucan , Rose Hip Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"Honey , Triticum Vulgare Germ Oil , Ananas Sativus Fruit Extract",,"Beta-Glucan , Squalane , Squalane",,,,
177,35-44,Combination,Olive,Acne,Female,Black,Temperate,Adansonia Digitata Pulp Extract,"Raspberry Seed Oil , Rose Hip Oil , Camellia Sinensis Seed Oil","Adansonia Digitata Pulp Extract , Alteromonas Ferment Filtrate , Jojoba Esters",,"allantoin , linoleic acid , dipotassium glycyrrhizate , symphytum officinale root extract , aleurites moluccana seed oil , piperonyl glucose",,,"Tocopheryl Succinate Aminopropanediol Esters , Grape seed Oil , Aphanizomenon Flos-Aquae Extract , Algae Extract , Hyaluronic Acid , Ananas Sativus Fruit Extract",,"Rose Hip Oil , Ceramide , Honey",,,,"Glycerin , Xylitylglucoside , Niacinamide",,
178,35-44,Combination,Olive,Acne,Female,Black,Continental,Adansonia Digitata Pulp Extract,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil","Centella Asiatica Extract , Honey , Alteromonas Ferment Filtrate",,"portulaca oleracea extract , sodium pca , lactuca scariola sativa leaf juice , anthemis nobilis flower extract , allantoin acetyl methionine , centella asiatica extract",,,"Hyaluronic Acid , Ceramide , Grape seed Oil , Aphanizomenon Flos-Aquae Extract , Camellia Sinensis Seed Oil , Honey",,"Triticum Vulgare Germ Oil , Grape seed Oil , Honey",,,,,"Sorbitol , Proline , PEG-32",
179,35-44,Combination,Olive,Acne,Female,Black,Polar,Adansonia Digitata Pulp Extract,"Triticum Vulgare Germ Oil , Rose Hip Oil , Grape seed Oil","Alteromonas Ferment Filtrate , Jojoba Esters , Adansonia Digitata Pulp Extract",,"echinacea angustifolia extract , hydrolyzed fucus vesiculosus extract , zinc picolinate , curculigo orchioides root extract , hyaluronic acid , jojoba esters",,,"Ananas Sativus Fruit Extract , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Acetyl Hydroxyproline",,"Rose Hip Oil , Tocopheryl Succinate Aminopropanediol Esters , Triticum Vulgare Germ Oil",,,,,,"PEG-33 , Trimethylsiloxysilicate , Honey"
180,18-24,Combination,Light,Aging,Male,White,Tropical,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,"Hydrolyzed Glycosaminoglycans , Arbutin , Raspberry Seed Oil , Acetyl Tetrapeptide-5 , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Aphanizomenon Flos-Aquae Extract",,"Triethylhexanoin , Xanthophyll , Kaolin , Glabridin , Bisabolol , Histidine",,,"Rose Hip Oil , Grape seed Oil , Tocopheryl Succinate Aminopropanediol Esters",,"sodium chondroitin sulfate , ceramide np , phytosphingosine",,"Niacinamide , Threonine , Serine",,,
181,18-24,Combination,Light,Aging,Male,White,Dry,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Grape seed Oil , Raspberry Seed Oil",,"Arbutin , Ubiquinone , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Phenylalanine , Honey , Ceramide",,"Retinol , Tocopherol , Ergothioneine , Bentonite , Lycopene , Astaxanthin",,,"Grape seed Oil , Honey , Tocopheryl Succinate Aminopropanediol Esters",,"lacto-ceramides , sodium pca , Trilaurin","Honey , Beta-Glucan , Triticum Vulgare Germ Oil",,,,
182,18-24,Combination,Light,Aging,Male,White,Temperate,Alanyl Glutamine,"Raspberry Seed Oil , Rose Hip Oil , Grape seed Oil",,"Rutin , Ananas Sativus Fruit Extract , Genistein , Honey , Hyaluronic Acid , Triticum Vulgare Germ Oil",,"Tocopherol , Oryzanol , Alanine , Kaolin , Bentonite , Curcumin",,,"Grape seed Oil , Rose Hip Oil , Honey",,"linolenic acid , Nylon-12 , Trihydroxystearin",,,"Isoleucine , Pantethine , Betaine",,
183,18-24,Combination,Light,Aging,Male,White,Continental,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,"Retinol , Honey , Rutin , Galactoarabinan , Phloretin , Tocopheryl Succinate Aminopropanediol Esters",,"Ergothioneine , Alanine , Zinc , Honey , Azulene , Tetrahydrodemethoxydiferuloylmethane",,,"Tocopheryl Succinate Aminopropanediol Esters , Camellia Sinensis Seed Oil , Ceramide",,"squalene , helianthus annuus seed oil unsaponifiables , serine",,,,"Fructose , PEG-14 , Urea",
184,18-24,Combination,Light,Aging,Male,White,Polar,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Grape seed Oil , Raspberry Seed Oil",,"Honey , Tocopherol , Retinol , Acetyl Tetrapeptide-5 , Hesperidin , Carnosine",,"Azulene , Rutin , Ubiquinone , Genistein , Resveratrol , Galactoarabinan",,,"Grape seed Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Triticum Vulgare Germ Oil",,"sodium chondroitin sulfate , ceramide , proline",,,,,"PEG-33 , Threonine , Glucomannan"
185,18-24,Combination,Light,Aging,Male,Black,Tropical,Alanyl Glutamine,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,"Oryzanol , Alanine , Coumarin , Hydroxyacetophenone , Tocopheryl Succinate Aminopropanediol Esters , Tetrahydrodemethoxydiferuloylmethane",,"Bakuchiol , Hesperidin , Octyldodecanol , Resveratrol , Trilaurin , Lycopene",,,"Honey , Grape seed Oil , Algae Extract","Honey , Ceramide , Ananas Sativus Fruit Extract",,,"Honey , Thiotaurine , Threonine",,,
186,18-24,Combination,Light,Aging,Male,Black,Dry,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,"Tetrahydrodemethoxydiferuloylmethane , Hesperidin , Ergothioneine , Glabridin , Histidine , Equol",,"Lycopene , Octyldodecanol , Bisabolol , Thiotaurine , Honey , Rutin",,,"Algae Extract , Tocopheryl Succinate Aminopropanediol Esters , Alpha-Glucan","Triticum Vulgare Germ Oil , Algae Extract , Acetyl Hydroxyproline",,"Honey Extract , Triticum Vulgare Germ Oil , Rose Hip Oil",,,,
187,18-24,Combination,Light,Aging,Male,Black,Temperate,Alanyl Glutamine,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil",,"Bakuchiol , Beta-Glucan , Glabridin , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Centella Asiatica Extract , Equol",,"Agar , Glabridin , Trihydroxystearin , Bisabolol , Histidine , Caffeine",,,"Algae Extract , Triticum Vulgare Germ Oil , Alpha-Glucan","Tocopheryl Succinate Aminopropanediol Esters , Ceramide , Rose Hip Oil",,,,"Phytantriol , Isopentyldiol  , Panthenol",,
188,18-24,Combination,Light,Aging,Male,Black,Continental,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil",,"Genistein , Niacinamide , Hesperidin , Hesperidin , Resveratrol , Cannabidiol",,"Alanine , Squalane , Bentonite , Thiotaurine , Histidine , Agar",,,"Honey , Alpha-Glucan , Acetyl Hydroxyproline","Acetyl Hydroxyproline , Squalane , Grape seed Oil",,,,,"Isopentyldiol  , Betaine , PEG-8",
189,18-24,Combination,Light,Aging,Male,Black,Polar,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,"Cannabidiol , Ergothioneine , Thiotaurine , Bakuchiol , Oryzanol , Squalene",,"Squalane , Bentonite , Rutin , Honey , Trilaurin , Beta-Glucan",,,"Triticum Vulgare Germ Oil , Aphanizomenon Flos-Aquae Extract , Acetyl Hydroxyproline","Honey , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Ananas Sativus Fruit Extract",,,,,,"Phytantriol , Cysteine , Triethylhexanoin"
190,18-24,Combination,Light,Aging,Female,White,Tropical,Alanyl Glutamine,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Rose Hip Oil",,"Zinc , Aphanizomenon Flos-Aquae Extract , Beta-Glucan , Oryzanol , Tetrahydrodiferuloylmethane , Bisabolol","squalene , mimosa tenuiflora leaf extract , phenylalanine , sucrose , tilia vulgaris flower extract , hamamelis virginiana bark/leaf/twig extract",,,,"Honey , Triticum Vulgare Germ Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"ceramide np , ceramide , Trimethylsiloxysilicate",,"Honey , Serine , Threonine",,,
191,18-24,Combination,Light,Aging,Female,White,Dry,Alanyl Glutamine,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,"Xanthophyll , Algin , Agar , Beta-Glucan , Arbutin , Acetyl Hydroxyproline","hamamelis virginiana bark/leaf/twig extract , hamamelis virginiana flower water , passiflora quadrangularis fruit extract , centaurea cyanus flower water , epigallocatechin gallate , tranexamic acid",,,,"Acetyl Hydroxyproline , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Honey",,"linoleic acid , hydroxypropyl bispalmitamide mea , diglycerin","Squalane , Acetyl Tetrapeptide-5 , Rose Hip Oil",,,,
192,18-24,Combination,Light,Aging,Female,White,Temperate,Alanyl Glutamine,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,"Algin , Agar , Xanthophyll , Histidine , Zinc , Xanthophyll","foeniculum vulgare fruit extract , hedera helix extract , lactuca scariola sativa leaf juice , berberis vulgaris root extract , pca , ceramide eop",,,,"Honey , Ceramide , Algae Extract",,"Petrolatum , Bentonite , helianthus annuus seed oil unsaponifiables",,,"Isopentyldiol  , Thiotaurine , PEG-32",,
193,18-24,Combination,Light,Aging,Female,White,Continental,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil",,"Arginine , Genistein , Ubiquinone , Glabridin , Beta-Glucan , Niacinamide","ceramide eop , portulaca oleracea extract , avena sativa kernel flour , hamamelis virginiana extract , palmitoyl tripeptide-8 , zingiber officinale root extract",,,,"Acetyl Hydroxyproline , Grape seed Oil , Tocopheryl Succinate Aminopropanediol Esters",,"hydroxypalmitoyl sphinganine , Trilaurin , glycerin",,,,"Inositol , Glycine , Niacinamide",
194,18-24,Combination,Light,Aging,Female,White,Polar,Alanyl Glutamine,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,"Niacinamide , Galactoarabinan , Zinc , Caffeine , Agar , Ergothioneine","spiraea ulmaria extract , stearyl glycyrrhetinate , allantoin glycyrrhetinic acid , epigallocatechin gallatyl glucoside , menthol , sesamum indicum seed extract",,,,"Ananas Sativus Fruit Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Grape seed Oil",,"threonine , ceramide np , ceramide",,,,,"Xylitol , Xylitylglucoside , Glucomannan"
195,18-24,Combination,Light,Aging,Female,Black,Tropical,Alanyl Glutamine,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil",,"Ergothioneine , Hesperidin , Retinol , Ananas Sativus Fruit Extract , Acetyl Hydroxyproline , Astaxanthin","sodium hyaluronate , glycyrrhiza glabra rhizome/root , cucumis melo juice , schisandra sphenanthera fruit extract , jasminum officinale extract , avena sativa kernel extract",,,,"Acetyl Hydroxyproline , Grape seed Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract","Tocopheryl Succinate Aminopropanediol Esters , Grape seed Oil , Ceramide",,,"Niacinamide , Phospholipids , Honey",,,
196,18-24,Combination,Light,Aging,Female,Black,Dry,Alanyl Glutamine,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Raspberry Seed Oil",,"Astaxanthin , Squalene , Caffeine , Tetrahydrodemethoxydiferuloylmethane , Acetyl Hydroxyproline , Grape seed Oil","potassium nitrate , viscum album extract , salix alba bark water , rosmarinus officinalis leaf extract , avena sativa kernel flour , melilotus officinalis extract",,,,"Hyaluronic Acid , Acetyl Hydroxyproline , Rose Hip Oil","Ananas Sativus Fruit Extract , Algae Extract , Camellia Sinensis Seed Oil",,"Algae Extract , Honey Extract , Squalane",,,,
197,18-24,Combination,Light,Aging,Female,Black,Temperate,Alanyl Glutamine,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil",,"Grape seed Oil , Raspberry Seed Oil , Phospholipids , Squalane , Galactoarabinan , Bakuchiol","melilotus officinalis extract , echinacea angustifolia leaf extract , taraxacum officinale rhizome/root extract , curcuma longa root extract , viscum album leaf extract , histidine",,,,"Tocopheryl Succinate Aminopropanediol Esters , Alpha-Glucan , Rose Hip Oil","Honey , Ceramide , Triticum Vulgare Germ Oil",,,,"Phospholipids , Panthenol , Serine",,
198,18-24,Combination,Light,Aging,Female,Black,Continental,Alanyl Glutamine,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Rose Hip Oil",,"Ceramide , Tocopherol , Tetrahydrodiferuloylmethane , Phospholipids , Genistein , Serine","aloe barbadensis leaf juice , fucus vesiculosus extract , plantago lanceolata leaf extract , sophora japonica bud extract , urtica dioica extract , lonicera japonica flower extract",,,,"Ananas Sativus Fruit Extract , Acetyl Hydroxyproline , Hyaluronic Acid","Honey , Alpha-Glucan , Ananas Sativus Fruit Extract",,,,,"Fructose , Thiotaurine , Trimethylsiloxysilicate",
199,18-24,Combination,Light,Aging,Female,Black,Polar,Alanyl Glutamine,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Rose Hip Oil",,"Galactoarabinan , Ananas Sativus Fruit Extract , Rose Hip Oil , Glabridin , Threonine , Thiotaurine","kigelia africana fruit extract , tilia cordata extract , epigallocatechin gallate , mimosa tenuiflora bark extract , allantoin glycyrrhetinic acid , hamamelis virginiana water",,,,"Tocopheryl Succinate Aminopropanediol Esters , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Hyaluronic Acid","Honey , Aphanizomenon Flos-Aquae Extract , Ceramide",,,,,,"PEG-33 , Isopentyldiol  , Phospholipids"
200,25-34,Combination,Light,Aging,Male,White,Tropical,Algae Extract,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,"Curcumin , Threonine , Tetrahydrodiferuloylmethane , Arbutin , Acetyl Hydroxyproline , Zinc",,"Trilaurin , Threonine , Octyldodecanol , Kaolin , Phloretin , Serine",,"Camellia Sinensis Seed Oil , Aphanizomenon Flos-Aquae Extract , Tocopheryl Succinate Aminopropanediol Esters , Alpha-Glucan , Ananas Sativus Fruit Extract , Hyaluronic Acid",,,"proline , diglycerin , Octyldodecanol",,"Phospholipids , Honey , Niacinamide",,,
201,25-34,Combination,Light,Aging,Male,White,Dry,Algae Extract,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil",,"Hydrolyzed Glycosaminoglycans , Quercetin , Tetrahydrodiferuloylmethane , Aphanizomenon Flos-Aquae Extract , Curcumin , Lycopene",,"Phenylalanine , Algin , Astaxanthin , Arginine , Ergothioneine , Tetrahydrodiferuloylmethane",,"Grape seed Oil , Acetyl Hydroxyproline , Ceramide , Camellia Sinensis Seed Oil , Aphanizomenon Flos-Aquae Extract , Triticum Vulgare Germ Oil",,,"Petrolatum , phenylalanine , hydroxypropyl bispalmitamide mea","Saccharide Isomerate , Grape seed Oil , Raspberry Seed Oil",,,,
202,25-34,Combination,Light,Aging,Male,White,Temperate,Algae Extract,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,"Lycopene , Azulene , Equol , Cannabidiol , Tocopherol , Triticum Vulgare Germ Oil",,"Retinol , Algin , Beta-Glucan , Thiotaurine , Hesperidin , Histidine",,"Rose Hip Oil , Algae Extract , Squalane , Ceramide , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Aphanizomenon Flos-Aquae Extract",,,"sodium chondroitin sulfate , linoleic acid , glycerin",,,"Anhydroxylitol , PEG-75 , Sucrose",,
203,25-34,Combination,Light,Aging,Male,White,Continental,Algae Extract,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Rose Hip Oil",,"Thiotaurine , Hesperidin , Retinol , Bakuchiol , Ubiquinone , Glabridin",,"Thiotaurine , Squalane , Genistein , Honey , Zinc , Phenylalanine",,"Tocopheryl Succinate Aminopropanediol Esters , Algae Extract , Acetyl Hydroxyproline , Honey , Triticum Vulgare Germ Oil , Hyaluronic Acid",,,"Bentonite , Octyldodecanol , valine",,,,"PCA , Trehalose , Glycogen",
204,25-34,Combination,Light,Aging,Male,White,Polar,Algae Extract,"Raspberry Seed Oil , Rose Hip Oil , Grape seed Oil",,"Glabridin , Curcumin , Ceramide , Cannabidiol , Oryzanol , Niacinamide",,"Rutin , Thiotaurine , Quercetin , Tetrahydrodiferuloylmethane , Bakuchiol , Coumarin",,"Hyaluronic Acid , Ananas Sativus Fruit Extract , Honey , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Alpha-Glucan , Rose Hip Oil",,,"palmitic acid , linolenic acid , ceramide np",,,,,"PCA , PEG-14 , Isopentyldiol "
205,25-34,Combination,Light,Aging,Male,Black,Tropical,Algae Extract,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil",,"Algae Extract , Triticum Vulgare Germ Oil , Azulene , Hydrolyzed Glycosaminoglycans , Oryzanol , Rose Hip Oil",,"Trimethylsiloxysilicate , Octyldodecanol , Hydroxyacetophenone , Histidine , Beta-Glucan , Coumarin",,"Hyaluronic Acid , Algae Extract , Aphanizomenon Flos-Aquae Extract , Alpha-Glucan , Triticum Vulgare Germ Oil , Honey",,"Ananas Sativus Fruit Extract , Rose Hip Oil , Camellia Sinensis Seed Oil",,,"Niacinamide , Honey , Phospholipids",,,
206,25-34,Combination,Light,Aging,Male,Black,Dry,Algae Extract,"Triticum Vulgare Germ Oil , Grape seed Oil , Rose Hip Oil",,"Rose Hip Oil , Arbutin , Ergothioneine , Aphanizomenon Flos-Aquae Extract , Hydroxyacetophenone , Acetyl Tetrapeptide-5",,"Octyldodecanol , Galactoarabinan , Arginine , Glabridin , Xanthophyll , Alanine",,"Acetyl Hydroxyproline , Ananas Sativus Fruit Extract , Tocopheryl Succinate Aminopropanediol Esters , Triticum Vulgare Germ Oil , Squalane , Camellia Sinensis Seed Oil",,"Acetyl Hydroxyproline , Hyaluronic Acid , Honey",,"Sodium PCA , Aphanizomenon Flos-Aquae Extract , Glucomannan",,,,
207,25-34,Combination,Light,Aging,Male,Black,Temperate,Algae Extract,"Triticum Vulgare Germ Oil , Grape seed Oil , Rose Hip Oil",,"Bisabolol , Xanthophyll , Coumarin , Genistein , Curcumin , Centella Asiatica Extract",,"Tetrahydrodiferuloylmethane , Caffeine , Threonine , Hydroxyacetophenone , Arbutin , Phloretin",,"Camellia Sinensis Seed Oil , Aphanizomenon Flos-Aquae Extract , Alpha-Glucan , Ceramide , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Honey",,"Rose Hip Oil , Squalane , Aphanizomenon Flos-Aquae Extract",,,,"Phospholipids , Glycogen , Arginine",,
208,25-34,Combination,Light,Aging,Male,Black,Continental,Algae Extract,"Triticum Vulgare Germ Oil , Rose Hip Oil , Camellia Sinensis Seed Oil",,"Centella Asiatica Extract , Rutin , Hesperidin , Tetrahydrodiferuloylmethane , Honey , Hesperidin",,"Phloretin , Honey , Genistein , Bakuchiol , Kaolin , Agar",,"Triticum Vulgare Germ Oil , Ananas Sativus Fruit Extract , Tocopheryl Succinate Aminopropanediol Esters , Honey , Ceramide , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"Tocopheryl Succinate Aminopropanediol Esters , Camellia Sinensis Seed Oil , Alpha-Glucan",,,,,"Mannitol , Pantethine , Glycogen",
209,25-34,Combination,Light,Aging,Male,Black,Polar,Algae Extract,"Camellia Sinensis Seed Oil , Rose Hip Oil , Grape seed Oil",,"Aphanizomenon Flos-Aquae Extract , Bakuchiol , Centella Asiatica Extract , Carnosine , Hesperidin , Algin",,"Zinc , Ubiquinone , Caffeine , Lycopene , Galactoarabinan , Retinol",,"Honey , Ceramide , Grape seed Oil , Algae Extract , Triticum Vulgare Germ Oil , Aphanizomenon Flos-Aquae Extract",,"Acetyl Hydroxyproline , Aphanizomenon Flos-Aquae Extract , Hyaluronic Acid",,,,,,"Pantolactone , Betaine , Arginine"
210,25-34,Combination,Light,Aging,Female,White,Tropical,Algae Extract,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil",,"Algin , Resveratrol , Threonine , Oryzanol , Tocopherol , Hydroxyacetophenone","biosaccharide gum-1 , hypericum perforatum extract , fucus vesiculosus extract , valeriana officinalis rhizome/root extract , borago officinalis seed oil , calophyllum tacamahaca oil",,,"Tocopheryl Succinate Aminopropanediol Esters , Hyaluronic Acid , Acetyl Hydroxyproline , Alpha-Glucan , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Honey",,,"valine , ceramide , sodium chondroitin sulfate",,"Phospholipids , Niacinamide , Arginine",,,
